team1,team2,venue,toss_winner,toss_decision,winner,date,team1_matches_played,team1_win_rate,team1_form_5,team2_matches_played,team2_win_rate,team2_form_5,team1_h2h_wins,team2_h2h_wins,team1_venue_matches,team1_venue_win_rate,team2_venue_matches,team2_venue_win_rate,team1_won_toss,team2_won_toss
Kuwait,Qatar,Indian Association Ground,Qatar,0,Kuwait,2019-07-26,7,0.0,0,2,0.5,1,0,0,1,0.0,2,0.5,0,1
Kuwait,Nepal,Indian Association Ground,Nepal,0,Nepal,2019-07-27,8,0.125,1,21,0.5238095238095238,4,0,1,2,0.5,2,0.5,0,1
Malaysia,Qatar,Indian Association Ground,Malaysia,1,Qatar,2019-07-27,17,0.23529411764705882,1,3,0.3333333333333333,1,0,0,3,0.3333333333333333,3,0.3333333333333333,1,0
Singapore,Nepal,Indian Association Ground,Singapore,1,Singapore,2019-07-28,2,1.0,2,22,0.5454545454545454,4,0,0,2,1.0,3,0.6666666666666666,1,0
England,Australia,"County Ground, Hove",England,1,Australia,2019-07-28,176,0.6136363636363636,4,176,0.6079545454545454,4,16,21,0,0.0,0,0.0,1,0
England,Australia,County Ground,Australia,0,England,2019-07-31,177,0.6101694915254238,3,177,0.6101694915254238,4,16,22,20,0.65,5,0.6,0,1
India,West Indies,Central Broward Regional Park Stadium Turf Ground,India,0,India,2019-08-03,160,0.575,0,153,0.49673202614379086,3,6,6,1,0.0,5,0.6,1,0
India,West Indies,Central Broward Regional Park Stadium Turf Ground,India,1,India,2019-08-04,161,0.577639751552795,1,154,0.4935064935064935,3,7,6,2,0.5,6,0.5,1,0
Netherlands,United Arab Emirates,VRA Ground,United Arab Emirates,0,United Arab Emirates,2019-08-05,46,0.5434782608695652,4,35,0.42857142857142855,3,3,1,4,0.25,1,0.0,0,1
West Indies,India,"Providence Stadium, Guyana",India,0,India,2019-08-06,155,0.49032258064516127,2,162,0.5802469135802469,2,6,8,0,0.0,0,0.0,0,1
Netherlands,United Arab Emirates,Sportpark Westvliet,Netherlands,1,United Arab Emirates,2019-08-08,47,0.5319148936170213,3,36,0.4444444444444444,3,3,2,2,0.5,0,0.0,1,0
Netherlands,Ireland,Sportpark Het Schootsveld,Netherlands,0,Ireland,2019-08-08,48,0.5208333333333334,3,81,0.3950617283950617,1,5,3,0,0.0,1,1.0,1,0
Ireland,Thailand,Sportpark Het Schootsveld,Ireland,0,Thailand,2019-08-09,82,0.4024390243902439,2,19,0.5789473684210527,2,1,0,2,1.0,0,0.0,1,0
Netherlands,Scotland,Sportpark Het Schootsveld,Netherlands,1,Scotland,2019-08-09,49,0.5102040816326531,2,39,0.48717948717948717,3,5,4,1,0.0,1,0.0,1,0
Ireland,Scotland,Sportpark Het Schootsveld,Scotland,1,Scotland,2019-08-10,83,0.39759036144578314,2,40,0.5,4,5,2,3,0.6666666666666666,2,0.5,0,1
Scotland,Thailand,Sportpark Het Schootsveld,Scotland,0,Scotland,2019-08-12,41,0.5121951219512195,4,20,0.6,2,1,0,3,0.6666666666666666,1,1.0,1,0
Ireland,Thailand,Sportpark Het Schootsveld,Ireland,1,Thailand,2019-08-13,84,0.39285714285714285,2,21,0.5714285714285714,2,1,1,4,0.5,2,0.5,1,0
Netherlands,Scotland,Sportpark Het Schootsveld,Netherlands,0,Scotland,2019-08-13,50,0.5,1,42,0.5238095238095238,4,5,5,2,0.0,4,0.75,1,0
Ireland,Scotland,Sportpark Het Schootsveld,Scotland,1,Ireland,2019-08-14,85,0.38823529411764707,1,43,0.5348837209302325,5,5,3,5,0.4,5,0.8,0,1
Netherlands,Thailand,Sportpark Het Schootsveld,Netherlands,0,Thailand,2019-08-14,51,0.49019607843137253,0,22,0.5909090909090909,3,0,0,3,0.0,3,0.6666666666666666,1,0
Canada,Cayman Islands,"White Hill Field, Sandys Parish",Canada,1,Canada,2019-08-18,11,0.09090909090909091,0,0,0.0,0,0,0,0,0.0,0,0.0,1,0
Bermuda,United States of America,"White Hill Field, Sandys Parish",Bermuda,1,Bermuda,2019-08-18,1,0.0,0,3,0.6666666666666666,2,0,0,0,0.0,0,0.0,1,0
Cayman Islands,United States of America,National Stadium,United States of America,0,United States of America,2019-08-19,1,0.0,0,4,0.5,2,0,0,0,0.0,0,0.0,0,1
Namibia,Botswana,United Cricket Club Ground,Botswana,0,Namibia,2019-08-19,17,0.9411764705882353,4,12,0.16666666666666666,0,7,0,5,1.0,5,0.0,0,1
Namibia,Botswana,United Cricket Club Ground,Botswana,0,Namibia,2019-08-20,18,0.9444444444444444,4,13,0.15384615384615385,0,8,0,6,1.0,6,0.0,0,1
Canada,United States of America,"White Hill Field, Sandys Parish",United States of America,1,Canada,2019-08-21,12,0.16666666666666666,1,5,0.6,3,0,2,1,1.0,1,0.0,0,1
Bermuda,Cayman Islands,"White Hill Field, Sandys Parish",Cayman Islands,1,Bermuda,2019-08-21,2,0.5,1,2,0.0,0,0,0,1,1.0,1,0.0,0,1
Namibia,Botswana,United Cricket Club Ground,Namibia,1,Namibia,2019-08-22,19,0.9473684210526315,5,14,0.14285714285714285,0,9,0,7,1.0,7,0.0,1,0
United States of America,Bermuda,Bermuda National Stadium,Bermuda,0,Bermuda,2019-08-22,6,0.5,3,3,0.6666666666666666,2,0,1,0,0.0,0,0.0,0,1
Canada,Cayman Islands,"White Hill Field, Sandys Parish",Canada,0,Canada,2019-08-22,13,0.23076923076923078,2,3,0.0,0,1,0,2,1.0,2,0.0,1,0
Namibia,Botswana,United Cricket Club Ground,Botswana,1,Namibia,2019-08-23,20,0.95,5,15,0.13333333333333333,0,10,0,8,1.0,8,0.0,0,1
Cayman Islands,United States of America,"White Hill Field, Sandys Parish",Cayman Islands,1,United States of America,2019-08-24,4,0.0,0,7,0.42857142857142855,2,0,1,3,0.0,2,0.0,1,0
Bermuda,Cayman Islands,"White Hill Field, Sandys Parish",Cayman Islands,1,Bermuda,2019-08-25,4,0.75,3,5,0.0,0,1,0,2,1.0,4,0.0,0,1
Canada,United States of America,"White Hill Field, Sandys Parish",United States of America,0,Canada,2019-08-25,14,0.2857142857142857,3,8,0.5,2,1,2,3,1.0,3,0.3333333333333333,0,1
Singapore,Malaysia,Indian Association Ground,Singapore,0,Malaysia,2019-08-28,3,1.0,3,18,0.2222222222222222,1,1,0,3,1.0,4,0.25,1,0
Singapore,Malaysia,Indian Association Ground,Singapore,1,Malaysia,2019-08-29,4,0.75,3,19,0.2631578947368421,2,1,1,4,0.75,5,0.4,1,0
Singapore,Malaysia,Indian Association Ground,Malaysia,1,Malaysia,2019-08-30,5,0.6,3,20,0.3,2,1,2,5,0.6,6,0.5,0,1
Scotland,United States of America,Forthill,Scotland,1,Scotland,2019-08-31,44,0.5227272727272727,4,9,0.4444444444444444,2,0,0,0,0.0,0,0.0,1,0
Bangladesh,United States of America,Lochlands,United States of America,1,Bangladesh,2019-09-01,110,0.33636363636363636,1,10,0.4,1,0,0,0,0.0,0,0.0,0,1
Ireland,Netherlands,Forthill,Ireland,1,Ireland,2019-09-01,86,0.3953488372093023,2,52,0.4807692307692308,0,4,5,0,0.0,0,0.0,1,0
Sri Lanka,New Zealand,Pallekele International Cricket Stadium,Sri Lanka,1,New Zealand,2019-09-01,156,0.40384615384615385,0,158,0.5506329113924051,4,6,11,9,0.7777777777777778,4,0.25,1,0
Scotland,Papua New Guinea,Lochlands,Papua New Guinea,0,Papua New Guinea,2019-09-01,45,0.5333333333333333,4,20,0.65,5,1,0,0,0.0,0,0.0,0,1
Namibia,Thailand,Forthill,Thailand,1,Thailand,2019-09-01,21,0.9523809523809523,5,23,0.6086956521739131,4,0,0,0,0.0,0,0.0,0,1
Bangladesh,Papua New Guinea,Forthill,Papua New Guinea,0,Bangladesh,2019-09-02,111,0.34234234234234234,2,21,0.6666666666666666,5,1,0,0,0.0,0,0.0,0,1
Sri Lanka,New Zealand,Pallekele International Cricket Stadium,Sri Lanka,1,New Zealand,2019-09-03,157,0.4012738853503185,0,159,0.5534591194968553,4,6,12,10,0.7,5,0.4,1,0
Ireland,Thailand,Forthill,Ireland,0,Thailand,2019-09-03,87,0.40229885057471265,2,24,0.625,4,1,2,1,1.0,1,1.0,1,0
Namibia,Netherlands,Lochlands,Namibia,1,Netherlands,2019-09-03,22,0.9090909090909091,4,53,0.4716981132075472,0,0,0,0,0.0,0,0.0,1,0
Scotland,Bangladesh,Forthill,Scotland,0,Bangladesh,2019-09-03,46,0.5217391304347826,3,112,0.3482142857142857,3,0,1,1,1.0,1,1.0,1,0
Papua New Guinea,United States of America,Lochlands,United States of America,0,Papua New Guinea,2019-09-03,22,0.6363636363636364,4,11,0.36363636363636365,1,0,0,1,1.0,1,0.0,0,1
Bangladesh,Ireland,Forthill,Ireland,1,Bangladesh,2019-09-05,113,0.35398230088495575,4,88,0.3977272727272727,2,5,4,2,1.0,2,0.5,0,1
Papua New Guinea,Thailand,Forthill,Papua New Guinea,1,Thailand,2019-09-05,23,0.6521739130434783,4,25,0.64,4,0,0,1,0.0,2,1.0,1,0
Scotland,Namibia,Lochlands,Scotland,0,Scotland,2019-09-05,47,0.5106382978723404,2,23,0.8695652173913043,3,0,0,1,0.0,1,0.0,1,0
Sri Lanka,New Zealand,Pallekele International Cricket Stadium,Sri Lanka,1,Sri Lanka,2019-09-06,158,0.3987341772151899,0,160,0.55625,5,6,13,11,0.6363636363636364,6,0.5,1,0
Namibia,United States of America,Lochlands,United States of America,0,United States of America,2019-09-07,24,0.8333333333333334,2,12,0.3333333333333333,1,0,0,2,0.0,2,0.0,0,1
Scotland,Netherlands,Lochlands,Netherlands,0,Scotland,2019-09-07,48,0.5208333333333334,2,54,0.48148148148148145,1,6,5,2,0.5,1,1.0,0,1
Ireland,Papua New Guinea,Forthill,Ireland,0,Ireland,2019-09-07,89,0.39325842696629215,2,24,0.625,3,2,2,3,0.3333333333333333,2,0.0,1,0
Rwanda,Nigeria,Gahanga International Cricket Stadium. Rwanda,Nigeria,1,Rwanda,2019-09-07,5,0.4,2,4,0.75,3,0,0,2,0.5,0,0.0,0,1
Bangladesh,Thailand,Forthill,Bangladesh,1,Bangladesh,2019-09-07,114,0.35964912280701755,4,26,0.6538461538461539,5,1,0,3,1.0,3,1.0,1,0
Bangladesh,Zimbabwe,"Shere Bangla National Stadium, Mirpur",Bangladesh,0,Bangladesh,2019-09-13,115,0.3652173913043478,5,58,0.3103448275862069,3,4,4,3,0.3333333333333333,0,0.0,1,0
West Indies,Australia,"Kensington Oval, Barbados",West Indies,1,Australia,2019-09-14,156,0.48717948717948717,1,178,0.6067415730337079,4,7,10,0,0.0,0,0.0,1,0
West Indies,Australia,"Kensington Oval, Barbados",Australia,0,Australia,2019-09-16,157,0.4840764331210191,0,179,0.6089385474860335,4,7,11,1,0.0,1,1.0,0,1
Netherlands,Scotland,"The Village, Malahide",Netherlands,0,Scotland,2019-09-16,55,0.4727272727272727,1,49,0.5306122448979592,3,5,7,1,1.0,1,1.0,1,0
Ireland,Scotland,"The Village, Malahide",Scotland,1,Ireland,2019-09-17,90,0.4,3,50,0.54,3,6,3,4,0.0,2,1.0,0,1
Ireland,Netherlands,"The Village, Malahide",Ireland,1,Netherlands,2019-09-18,91,0.4065934065934066,3,56,0.4642857142857143,1,5,5,5,0.2,2,0.5,1,0
India,South Africa,"Punjab Cricket Association IS Bindra Stadium, Mohali",India,0,India,2019-09-18,163,0.5828220858895705,3,166,0.5481927710843374,3,11,6,2,0.5,0,0.0,1,0
West Indies,Australia,"Kensington Oval, Barbados",West Indies,1,Australia,2019-09-18,158,0.4810126582278481,0,180,0.6111111111111112,4,7,12,2,0.0,2,1.0,1,0
Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Zimbabwe,0,Bangladesh,2019-09-18,116,0.3706896551724138,5,59,0.3050847457627119,2,5,4,4,0.25,0,0.0,0,1
China,Hong Kong,Yeonhui Cricket Ground,Hong Kong,1,Hong Kong,2019-09-19,6,0.5,3,24,0.375,1,1,0,0,0.0,0,0.0,0,1
South Korea,Japan,Yeonhui Cricket Ground,South Korea,0,Japan,2019-09-19,0,0.0,0,4,0.25,1,0,0,0,0.0,0,0.0,1,0
Netherlands,Scotland,"The Village, Malahide",Netherlands,1,Scotland,2019-09-19,57,0.47368421052631576,2,51,0.5294117647058824,3,5,8,3,0.6666666666666666,3,0.6666666666666666,1,0
South Korea,China,Yeonhui Cricket Ground,South Korea,0,China,2019-09-20,1,0.0,0,7,0.42857142857142855,2,0,0,1,0.0,1,0.0,1,0
Hong Kong,Japan,Yeonhui Cricket Ground,Hong Kong,1,Japan,2019-09-20,25,0.4,2,5,0.4,2,0,0,1,1.0,1,1.0,1,0
India,South Africa,M.Chinnaswamy Stadium,India,1,South Africa,2019-09-22,164,0.5853658536585366,4,167,0.5449101796407185,3,12,6,1,0.0,0,0.0,1,0
China,Hong Kong,Yeonhui Cricket Ground,Hong Kong,0,China,2019-09-22,8,0.5,2,26,0.38461538461538464,2,1,1,2,0.5,2,0.5,0,1
India,South Africa,Lalabhai Contractor Stadium,South Africa,0,India,2019-09-24,165,0.5818181818181818,4,168,0.5476190476190477,3,12,7,0,0.0,0,0.0,0,1
Nepal,Zimbabwe,Indian Association Ground,Nepal,1,Zimbabwe,2019-09-27,23,0.5217391304347826,3,60,0.3,1,0,0,4,0.5,0,0.0,1,0
Singapore,Nepal,Indian Association Ground,Singapore,1,Nepal,2019-09-28,6,0.5,2,24,0.5,2,1,0,6,0.5,5,0.4,1,0
Australia,Sri Lanka,North Sydney Oval,Australia,1,Australia,2019-09-29,181,0.6132596685082873,4,159,0.4025157232704403,1,7,8,3,1.0,0,0.0,1,0
Malaysia,Vanuatu,Kinrara Academy Oval,Vanuatu,1,Vanuatu,2019-09-29,21,0.3333333333333333,3,7,0.2857142857142857,1,0,0,6,0.3333333333333333,0,0.0,0,1
Singapore,Zimbabwe,Indian Association Ground,Singapore,1,Singapore,2019-09-29,7,0.42857142857142855,1,61,0.3114754098360656,2,0,0,7,0.42857142857142855,1,1.0,1,0
Australia,Sri Lanka,North Sydney Oval,Sri Lanka,1,Australia,2019-09-30,182,0.6153846153846154,4,160,0.4,1,8,8,4,1.0,1,0.0,0,1
India,South Africa,Lalabhai Contractor Stadium,South Africa,0,India,2019-10-01,166,0.5843373493975904,4,169,0.5443786982248521,3,13,7,1,1.0,1,0.0,0,1
Nepal,Zimbabwe,Indian Association Ground,Nepal,0,Zimbabwe,2019-10-01,25,0.52,3,62,0.3064516129032258,2,0,1,6,0.5,2,0.5,1,0
Malaysia,Vanuatu,Kinrara Academy Oval,Vanuatu,1,Vanuatu,2019-10-01,22,0.3181818181818182,3,8,0.375,2,0,1,7,0.2857142857142857,1,1.0,0,1
Australia,Sri Lanka,North Sydney Oval,Australia,1,Australia,2019-10-02,183,0.6174863387978142,5,161,0.39751552795031053,1,9,8,5,1.0,2,0.0,1,0
Malaysia,Vanuatu,Kinrara Academy Oval,Malaysia,1,Malaysia,2019-10-02,23,0.30434782608695654,3,9,0.4444444444444444,3,0,2,8,0.25,2,1.0,1,0
India,South Africa,Lalabhai Contractor Stadium,India,0,India,2019-10-03,167,0.5868263473053892,4,170,0.5411764705882353,2,14,7,2,1.0,2,0.0,1,0
Singapore,Zimbabwe,Indian Association Ground,Zimbabwe,0,Zimbabwe,2019-10-03,8,0.5,1,63,0.31746031746031744,2,1,0,8,0.5,3,0.6666666666666666,0,1
Malaysia,Vanuatu,Kinrara Academy Oval,Malaysia,1,Vanuatu,2019-10-03,24,0.3333333333333333,3,10,0.4,3,1,2,9,0.3333333333333333,3,0.6666666666666666,1,0
Malaysia,Vanuatu,Kinrara Academy Oval,Malaysia,1,Malaysia,2019-10-04,25,0.32,2,11,0.45454545454545453,4,1,3,10,0.3,4,0.75,1,0
India,South Africa,Lalabhai Contractor Stadium,South Africa,1,South Africa,2019-10-04,168,0.5892857142857143,4,171,0.5380116959064327,1,15,7,3,1.0,3,0.0,0,1
Pakistan,Sri Lanka,Gaddafi Stadium,Pakistan,0,Sri Lanka,2019-10-05,201,0.5522388059701493,2,162,0.3950617283950617,1,17,7,6,0.8333333333333334,1,0.0,1,0
Ireland,Netherlands,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Ireland,0,Ireland,2019-10-05,92,0.40217391304347827,2,58,0.46551724137931033,2,5,6,3,0.6666666666666666,3,0.6666666666666666,1,0
Hong Kong,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,0,Nepal,2019-10-06,27,0.37037037037037035,2,26,0.5,2,2,2,0,0.0,0,0.0,0,1
Oman,Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Ireland,0,Oman,2019-10-06,14,0.35714285714285715,1,93,0.40860215053763443,3,1,1,3,0.0,4,0.75,0,1
Nepal,Netherlands,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,0,Nepal,2019-10-07,27,0.5185185185185185,2,59,0.4576271186440678,1,0,2,1,1.0,4,0.5,1,0
Hong Kong,Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Ireland,1,Ireland,2019-10-07,28,0.35714285714285715,2,94,0.40425531914893614,3,2,0,1,0.0,5,0.6,0,1
Pakistan,Sri Lanka,Gaddafi Stadium,Sri Lanka,1,Sri Lanka,2019-10-07,202,0.5495049504950495,1,163,0.3987730061349693,2,17,8,7,0.7142857142857143,2,0.5,0,1
Pakistan,Sri Lanka,Gaddafi Stadium,Sri Lanka,1,Sri Lanka,2019-10-09,203,0.5467980295566502,1,164,0.4024390243902439,2,17,9,8,0.625,3,0.6666666666666666,0,1
Ireland,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Ireland,1,Ireland,2019-10-09,95,0.4105263157894737,3,28,0.5357142857142857,3,1,0,6,0.6666666666666666,2,1.0,1,0
Oman,Netherlands,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Netherlands,1,Oman,2019-10-09,15,0.4,1,60,0.45,1,0,2,4,0.25,5,0.4,0,1
Hong Kong,Netherlands,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Hong Kong,0,Netherlands,2019-10-10,29,0.3448275862068966,1,61,0.4426229508196721,1,1,0,2,0.0,6,0.3333333333333333,1,0
Oman,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,0,Oman,2019-10-10,16,0.4375,2,29,0.5172413793103449,3,0,0,5,0.4,3,0.6666666666666666,1,0
Scotland,Singapore,ICC Academy,Scotland,0,Singapore,2019-10-18,52,0.5384615384615384,4,9,0.4444444444444444,1,0,0,3,0.3333333333333333,0,0.0,1,0
Hong Kong,Ireland,Sheikh Zayed Stadium,Hong Kong,1,Ireland,2019-10-18,30,0.3333333333333333,0,96,0.4166666666666667,3,2,1,5,0.2,3,0.6666666666666666,1,0
Kenya,Netherlands,ICC Academy,Netherlands,1,Netherlands,2019-10-18,20,0.4,3,62,0.45161290322580644,1,2,1,2,0.5,3,0.6666666666666666,0,1
United Arab Emirates,Oman,Sheikh Zayed Stadium,Oman,0,Oman,2019-10-18,37,0.4594594594594595,4,17,0.47058823529411764,3,2,0,6,0.8333333333333334,6,0.5,0,1
Bermuda,Papua New Guinea,ICC Academy,Papua New Guinea,0,Papua New Guinea,2019-10-19,5,0.8,4,25,0.6,2,0,0,0,0.0,0,0.0,0,1
Jersey,Nigeria,Sheikh Zayed Stadium,Jersey,1,Jersey,2019-10-19,4,0.75,3,5,0.6,3,0,0,0,0.0,0,0.0,1,0
Namibia,Netherlands,ICC Academy,Netherlands,1,Netherlands,2019-10-19,25,0.8,1,63,0.4603174603174603,2,0,1,0,0.0,4,0.75,0,1
Kenya,Scotland,ICC Academy Ground No 2,Scotland,1,Scotland,2019-10-19,21,0.38095238095238093,3,53,0.5283018867924528,3,1,0,0,0.0,0,0.0,0,1
United Arab Emirates,Ireland,Sheikh Zayed Stadium,United Arab Emirates,0,United Arab Emirates,2019-10-19,38,0.4473684210526316,3,97,0.422680412371134,4,1,3,7,0.7142857142857143,4,0.75,1,0
Bermuda,Singapore,ICC Academy Ground No 2,Bermuda,1,Singapore,2019-10-20,6,0.6666666666666666,4,10,0.5,2,0,0,0,0.0,0,0.0,1,0
Hong Kong,Oman,Sheikh Zayed Stadium,Oman,0,Oman,2019-10-20,31,0.3225806451612903,0,18,0.5,4,1,4,6,0.16666666666666666,7,0.5714285714285714,0,1
Namibia,Papua New Guinea,ICC Academy Ground No 2,Papua New Guinea,1,Papua New Guinea,2019-10-20,26,0.7692307692307693,0,26,0.6153846153846154,2,0,0,0,0.0,0,0.0,0,1
Canada,Jersey,Tolerance Oval,Jersey,0,Canada,2019-10-20,15,0.3333333333333333,4,5,0.8,4,0,0,0,0.0,0,0.0,0,1
Ireland,Oman,Tolerance Oval,Oman,0,Ireland,2019-10-21,98,0.41836734693877553,3,19,0.5263157894736842,5,1,2,0,0.0,0,0.0,0,1
Papua New Guinea,Scotland,ICC Academy,Scotland,1,Scotland,2019-10-21,27,0.6296296296296297,3,54,0.5370370370370371,3,1,1,1,1.0,4,0.25,0,1
United Arab Emirates,Hong Kong,Sheikh Zayed Stadium,Hong Kong,1,United Arab Emirates,2019-10-21,39,0.46153846153846156,4,32,0.3125,0,2,0,8,0.75,7,0.14285714285714285,0,1
Bermuda,Kenya,ICC Academy,Kenya,1,Kenya,2019-10-21,7,0.5714285714285714,3,22,0.36363636363636365,2,0,0,1,0.0,3,0.3333333333333333,0,1
Canada,Nigeria,Sheikh Zayed Stadium,Canada,1,Canada,2019-10-21,16,0.375,5,6,0.5,2,0,0,1,0.0,1,0.0,1,0
Namibia,Scotland,ICC Academy,Namibia,1,Namibia,2019-10-22,27,0.7407407407407407,0,55,0.5454545454545454,3,0,1,1,0.0,5,0.4,1,0
Netherlands,Singapore,ICC Academy,Singapore,1,Netherlands,2019-10-22,64,0.46875,3,11,0.5454545454545454,3,0,0,5,0.8,1,1.0,0,1
United Arab Emirates,Jersey,Tolerance Oval,Jersey,1,Jersey,2019-10-22,40,0.475,4,6,0.6666666666666666,3,0,0,1,0.0,1,0.0,0,1
Bermuda,Namibia,ICC Academy Ground No 2,Namibia,0,Namibia,2019-10-23,8,0.5,2,28,0.75,1,0,0,1,0.0,1,0.0,0,1
Nigeria,Oman,Tolerance Oval,Nigeria,1,Oman,2019-10-23,7,0.42857142857142855,2,20,0.5,4,0,0,0,0.0,1,0.0,1,0
Kenya,Singapore,ICC Academy Ground No 2,Singapore,1,Kenya,2019-10-23,23,0.391304347826087,3,12,0.5,3,0,0,1,0.0,1,1.0,0,1
Canada,Ireland,Sheikh Zayed Stadium,Canada,1,Canada,2019-10-23,17,0.4117647058823529,5,99,0.42424242424242425,4,0,2,2,0.5,5,0.6,1,0
Hong Kong,Jersey,Sheikh Zayed Stadium,Hong Kong,1,Hong Kong,2019-10-23,33,0.30303030303030304,0,7,0.7142857142857143,3,0,0,8,0.125,1,1.0,1,0
Canada,Hong Kong,Tolerance Oval,Hong Kong,1,Hong Kong,2019-10-24,18,0.4444444444444444,5,34,0.3235294117647059,1,0,0,1,1.0,0,0.0,0,1
Netherlands,Papua New Guinea,ICC Academy,Netherlands,1,Papua New Guinea,2019-10-24,65,0.47692307692307695,4,28,0.6071428571428571,2,0,1,6,0.8333333333333334,2,0.5,1,0
Bermuda,Scotland,Dubai International Cricket Stadium,Bermuda,0,Scotland,2019-10-24,9,0.4444444444444444,1,56,0.5357142857142857,3,0,1,0,0.0,5,0.4,1,0
United Arab Emirates,Nigeria,Tolerance Oval,United Arab Emirates,0,United Arab Emirates,2019-10-24,41,0.4634146341463415,3,8,0.375,1,0,0,2,0.0,1,0.0,1,0
Ireland,Jersey,Tolerance Oval,Ireland,0,Ireland,2019-10-25,100,0.42,3,8,0.625,2,0,0,1,1.0,2,0.5,1,0
Kenya,Namibia,Dubai International Cricket Stadium,Namibia,1,Namibia,2019-10-25,24,0.4166666666666667,3,29,0.7586206896551724,2,0,0,2,0.5,0,0.0,0,1
Canada,Oman,Sheikh Zayed Stadium,Canada,1,Oman,2019-10-25,19,0.42105263157894735,4,21,0.5238095238095238,4,0,0,3,0.6666666666666666,8,0.625,1,0
Spain,Portugal,La Manga Club Bottom Ground,Spain,0,Spain,2019-10-25,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,1,0
Papua New Guinea,Singapore,Dubai International Cricket Stadium,Singapore,0,Papua New Guinea,2019-10-25,29,0.6206896551724138,3,13,0.46153846153846156,2,0,0,0,0.0,0,0.0,0,1
Ireland,Nigeria,Sheikh Zayed Stadium,Nigeria,1,Ireland,2019-10-26,101,0.42574257425742573,3,9,0.3333333333333333,0,0,0,6,0.5,2,0.0,0,1
Bermuda,Netherlands,Dubai International Cricket Stadium,Netherlands,1,Netherlands,2019-10-26,10,0.4,0,66,0.4696969696969697,4,0,0,1,0.0,5,0.4,0,1
Namibia,Singapore,Dubai International Cricket Stadium,Singapore,0,Namibia,2019-10-26,30,0.7666666666666667,3,14,0.42857142857142855,2,0,0,1,1.0,1,0.0,0,1
Pakistan,Bangladesh,Gaddafi Stadium,Pakistan,1,Pakistan,2019-10-26,204,0.5441176470588235,0,117,0.37606837606837606,5,12,3,9,0.5555555555555556,0,0.0,1,0
Spain,Portugal,La Manga Club Bottom Ground,Portugal,0,Spain,2019-10-26,1,1.0,1,1,0.0,0,1,0,1,1.0,1,0.0,0,1
Spain,Gibraltar,La Manga Club Bottom Ground,Spain,0,Spain,2019-10-26,2,1.0,2,0,0.0,0,0,0,2,1.0,0,0.0,1,0
Gibraltar,Portugal,La Manga Club Bottom Ground,Gibraltar,1,Portugal,2019-10-26,1,0.0,0,2,0.0,0,0,0,1,0.0,2,0.0,1,0
Hong Kong,Nigeria,Tolerance Oval,Nigeria,1,Hong Kong,2019-10-27,35,0.34285714285714286,2,10,0.3,0,0,0,1,1.0,2,0.0,0,1
Australia,Sri Lanka,Adelaide Oval,Sri Lanka,0,Australia,2019-10-27,184,0.6195652173913043,5,165,0.40606060606060607,3,10,8,5,0.2,1,0.0,0,1
Kenya,Papua New Guinea,Dubai International Cricket Stadium,Kenya,0,Papua New Guinea,2019-10-27,25,0.4,2,30,0.6333333333333333,4,0,0,3,0.3333333333333333,1,1.0,1,0
Netherlands,Scotland,Dubai International Cricket Stadium,Netherlands,0,Netherlands,2019-10-27,67,0.47761194029850745,4,57,0.543859649122807,3,5,9,6,0.5,6,0.5,1,0
Jersey,Oman,Sheikh Zayed Stadium,Oman,0,Jersey,2019-10-27,9,0.5555555555555556,2,22,0.5454545454545454,4,0,0,2,0.5,9,0.6666666666666666,0,1
United Arab Emirates,Canada,Sheikh Zayed Stadium,Canada,0,United Arab Emirates,2019-10-27,42,0.47619047619047616,3,20,0.4,3,0,0,9,0.7777777777777778,4,0.5,0,1
Spain,Gibraltar,La Manga Club Bottom Ground,Spain,0,Spain,2019-10-27,3,1.0,3,2,0.0,0,1,0,3,1.0,2,0.0,1,0
Namibia,Oman,Dubai International Cricket Stadium,Namibia,1,Namibia,2019-10-29,31,0.7741935483870968,4,23,0.5217391304347826,3,0,0,2,1.0,1,0.0,1,0
United Arab Emirates,Netherlands,Dubai International Cricket Stadium,United Arab Emirates,1,Netherlands,2019-10-29,43,0.4883720930232558,4,68,0.4852941176470588,4,3,3,1,0.0,7,0.5714285714285714,1,0
Australia,Sri Lanka,"Brisbane Cricket Ground, Woolloongabba",Sri Lanka,1,Australia,2019-10-30,185,0.6216216216216216,5,166,0.4036144578313253,3,11,8,4,0.75,0,0.0,0,1
Hong Kong,Oman,Dubai International Cricket Stadium,Oman,1,Oman,2019-10-30,36,0.3611111111111111,3,24,0.5,2,1,5,1,1.0,2,0.0,0,1
